1.9963872E9,0,12,0.906653,1.0,0.906653,1.0
1.9963872E9,0,1,0.906653,1.0,0.906653,1.0
1.9963908E9,0,23,0.8983197,1.0,0.8983197,1.0
1.9963908E9,0,32,0.8983197,1.0,0.8983197,1.0
1.9963944E9,0,41,0.8983197,1.0,0.8983197,1.0
1.9963944E9,0,55,0.8983197,1.0,0.8983197,1.0
1.996398E9,0,9,0.8899864,1.0,0.8899864,1.0
1.996398E9,0,10,0.8899864,1.0,0.8899864,1.0
1.9964016E9,0,16,0.8899864,1.0,0.8899864,1.0
1.9964016E9,0,15,0.8899864,1.0,0.8899864,1.0
1.9964052E9,0,21,0.8899864,1.0,0.8899864,1.0
1.9964052E9,0,17,0.8899864,1.0,0.8899864,1.0
1.9964088E9,0,29,0.8816531,1.0,0.8816531,1.0
1.9964088E9,0,22,0.8816531,1.0,0.8816531,1.0
1.9964124E9,0,30,0.8816531,1.0,0.8816531,1.0
1.9964124E9,0,33,0.8816531,1.0,0.8816531,1.0
1.996416E9,0,35,0.8816531,1.0,0.8816531,1.0
1.996416E9,0,34,0.8816531,1.0,0.8816531,1.0
1.9964196E9,0,37,0.8816531,1.0,0.8816531,1.0
1.9964196E9,0,36,0.8816531,1.0,0.8816531,1.0
1.9964232E9,0,39,0.8816531,1.0,0.8816531,1.0
1.9964232E9,0,38,0.8816531,1.0,0.8816531,1.0
1.9964268E9,0,48,0.8816531,1.0,0.8816531,1.0
1.9964268E9,0,40,0.8816531,1.0,0.8816531,1.0
1.9964304E9,0,51,0.8816531,1.0,0.8816531,1.0
1.9964304E9,0,49,0.8816531,1.0,0.8816531,1.0
1.996434E9,0,56,0.8816531,1.0,0.8816531,1.0
1.996434E9,0,52,0.8816531,1.0,0.8816531,1.0
1.9964376E9,0,58,0.8816531,1.0,0.8816531,1.0
1.9964376E9,0,57,0.8816531,1.0,0.8816531,1.0
1.9964412E9,0,60,0.8733198,1.0,0.8733198,1.0
1.9964412E9,0,61,0.8733198,1.0,0.8733198,1.0
1.9964448E9,0,63,0.8733198,1.0,0.8733198,1.0
1.9964448E9,0,2,0.8733198,1.0,0.8733198,1.0
1.9964484E9,0,4,0.8733198,1.0,0.8733198,1.0
1.9964484E9,0,3,0.8733198,1.0,0.8733198,1.0
1.996452E9,0,6,0.8733198,1.0,0.8733198,1.0
1.996452E9,0,5,0.8733198,1.0,0.8733198,1.0
1.9964556E9,0,8,0.8733198,1.0,0.8733198,1.0
1.9964556E9,0,7,0.8733198,1.0,0.8733198,1.0
1.9964592E9,0,13,0.8733198,1.0,0.8733198,1.0
1.9964592E9,0,11,0.8733198,1.0,0.8733198,1.0
1.9964628E9,0,18,0.8733198,1.0,0.8733198,1.0
1.9964628E9,0,14,0.8733198,1.0,0.8733198,1.0
1.9964664E9,0,20,1.1983185,1.0,1.1983185,1.0
1.9964664E9,0,19,1.1983185,1.0,1.1983185,1.0
1.99647E9,0,25,2.8399786,1.0,2.8399786,1.0
1.99647E9,0,24,2.8399786,1.0,2.8399786,1.0
1.9964736E9,0,27,4.8983037,1.0,4.8983037,1.0
1.9964736E9,0,26,4.8983037,1.0,4.8983037,1.0
1.9964772E9,0,43,.,0.0,5.7066338,1.0
1.9964772E9,0,31,.,0.0,5.7066338,1.0
1.9964808E9,0,45,.,0.0,6.0982989,1.0
1.9964808E9,0,44,.,0.0,6.0982989,1.0
1.9964844E9,0,47,.,0.0,6.3,1.0
1.9964844E9,0,46,.,0.0,6.6,1.0
1.996488E9,0,53,.,0.0,7.1,1.0
1.996488E9,0,50,.,0.0,6.9,1.0
1.9964916E9,0,59,.,0.0,7.8,1.0
1.9964916E9,0,54,.,0.0,8.0,1.0
1.9964952E9,0,64,.,0.0,8.3,1.0
1.9964952E9,0,62,.,0.0,8.2,1.0
1.9964988E9,0,65,.,0.0,9.0,1.0
1.9964988E9,0,66,.,0.0,8.9,1.0
1.9965024E9,0,68,.,0.0,10.1,1.0
1.9965024E9,0,67,.,0.0,10.0,1.0
1.996506E9,0,71,.,0.0,9.5,1.0
1.996506E9,0,70,.,0.0,9.8,1.0
1.9965096E9,0,73,.,0.0,9.1,1.0
1.9965096E9,0,72,.,0.0,8.9,1.0
1.9965132E9,0,74,.,0.0,8.4,1.0
1.9965132E9,0,69,.,0.0,8.5,1.0
1.9965168E9,0,42,.,0.0,8.1,1.0
1.9965168E9,0,28,.,0.0,8.2,1.0
